Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Equity Only Funding,Organization Revenue Range,Organization Website,Diversity Spotlight,Number of Partner Investors,Number of Investors
Series A - Primitive,https://www.crunchbase.com/funding_round/primitive-89c6-series-a--5df8d24f,"New York, New York, United States, North America",Primitive,https://www.crunchbase.com/organization/primitive-89c6,Series A,9000000,USD,9000000,2022-08-18,Yes,,https://www.primitive.xyz,,2,6
Series A - iTrustCapital Inc.,https://www.crunchbase.com/funding_round/itrustcapital-inc-series-a--46e3449b,"Los Angeles, California, United States, North America",iTrustCapital Inc.,https://www.crunchbase.com/organization/itrustcapital-inc,Series A,125000000,USD,125000000,2022-01-19,Yes,$10M to $50M,https://itrustcapital.com/,,1,2
Series A - Securitize,https://www.crunchbase.com/funding_round/securitize-inc-series-a--1f2396c0,"San Francisco, California, United States, North America",Securitize,https://www.crunchbase.com/organization/securitize-inc,Series A,12750000,USD,12750000,2018-11-26,Yes,$50M to $100M,https://securitize.io,Hispanic / Latine Founded,2,12
Series A - Standard Metrics,https://www.crunchbase.com/funding_round/quaestor-series-a--37f64ea5,"San Francisco, California, United States, North America",Standard Metrics,https://www.crunchbase.com/organization/quaestor,Series A,23700000,USD,23700000,2022-02-24,Yes,Less than $1M,https://www.standardmetrics.io,,,11
Series A - Coast,https://www.crunchbase.com/funding_round/coast-967f-series-a--22e3b6fc,"New York, New York, United States, North America",Coast,https://www.crunchbase.com/organization/coast-967f,Series A,25000000,USD,25000000,2024-03-21,Yes,$10M to $50M,https://coastpay.com,,2,6
Series A - Curv,https://www.crunchbase.com/funding_round/curv-5d20-series-a--ec0d487c,"New York, New York, United States, North America",Curv,https://www.crunchbase.com/organization/curv-5d20,Series A,23000000,USD,23000000,2020-07-01,Yes,$1M to $10M,https://www.curv.co,,2,7
Series A - Promise,https://www.crunchbase.com/funding_round/promise-series-a--eedf0da6,"Oakland, California, United States, North America",Promise,https://www.crunchbase.com/organization/promise,Series A,20000000,USD,20000000,2021-02-18,Yes,$1M to $10M,https://www.promise-pay.com,"Black Founded, Black Led, Women Founded, Women Led",2,8
Series A - Grid,https://www.crunchbase.com/funding_round/grid-84ad-series-a--3f2020ce,"San Francisco, California, United States, North America",Grid,https://www.crunchbase.com/organization/grid-84ad,Series A,16000000,USD,16000000,2022-01-06,Yes,Less than $1M,https://getgrid.app,,,6
Series A - Atomic,https://www.crunchbase.com/funding_round/atomic-df18-series-a--d13f11c7,"San Francisco, California, United States, North America",Atomic,https://www.crunchbase.com/organization/atomic-df18,Series A,25000000,USD,25000000,2021-11-11,Yes,Less than $1M,https://www.atomicvest.com,"Black Founded, Black Led",,6
Series A - Brigit,https://www.crunchbase.com/funding_round/brigit-series-a--01b84f04,"New York, New York, United States, North America",Brigit,https://www.crunchbase.com/organization/brigit,Series A,35000000,USD,35000000,2020-01-01,Yes,$100M to $500M,https://hellobrigit.com,,2,16
Series A - Earny,https://www.crunchbase.com/funding_round/earny-series-a--5ee75ba6,"Santa Monica, California, United States, North America",Earny,https://www.crunchbase.com/organization/earny,Series A,9000000,USD,9000000,2017-12-05,Yes,$1M to $10M,http://www.earny.co/,,2,4
Series A - Forge,https://www.crunchbase.com/funding_round/forge-global-series-a--d6d42a7f,"San Francisco, California, United States, North America",Forge,https://www.crunchbase.com/organization/forge-global,Series A,3000000,USD,3000000,2017-03-01,Yes,$50M to $100M,https://forgeglobal.com,Women Founded,,6
Series A - Charlie Finance Co.,https://www.crunchbase.com/funding_round/charlie-91e1-series-a--0f4c4c09,"San Francisco, California, United States, North America",Charlie Finance Co.,https://www.crunchbase.com/organization/charlie-91e1,Series A,9000000,USD,9000000,2018-11-26,Yes,$1M to $10M,https://www.hicharlie.com,,5,5
Series A - Landed,https://www.crunchbase.com/funding_round/landed-series-a--a8c7ca73,"San Francisco, California, United States, North America",Landed,https://www.crunchbase.com/organization/landed,Series A,7500000,USD,7500000,2019-04-05,Yes,$1M to $10M,https://www.landed.com/,Black Founded,3,2
Series A - Neo.Tax,https://www.crunchbase.com/funding_round/neo-tax-series-a--2c93c921,"Mountain View, California, United States, North America",Neo.Tax,https://www.crunchbase.com/organization/neo-tax,Series A,10000000,USD,10000000,2022-02-10,Yes,$1M to $10M,https://neo.tax/,"Middle Eastern / North African Led, South Asian Founded",5,8
Series A - Wisetack,https://www.crunchbase.com/funding_round/wisetack-series-a--b79d5283,"San Francisco, California, United States, North America",Wisetack,https://www.crunchbase.com/organization/wisetack,Series A,15000000,USD,15000000,2019-08-22,Yes,$10M to $50M,https://www.wisetack.com/,Women Founded,4,5
Series A - Castle,https://www.crunchbase.com/funding_round/castle-2-series-a--a0cf8010,"San Francisco, California, United States, North America",Castle,https://www.crunchbase.com/organization/castle-2,Series A,9200000,USD,9200000,2019-02-08,Yes,$100M to $500M,https://castle.io,,3,7
Series A - Rally,https://www.crunchbase.com/funding_round/rally-rd-series-a--70cba81b,"New York, New York, United States, North America",Rally,https://www.crunchbase.com/organization/rally-rd,Series A,7000000,USD,7000000,2018-09-27,Yes,$1M to $10M,http://www.rallyrd.com,,4,7
Series A - Secfi,https://www.crunchbase.com/funding_round/secfi-series-a--1808b4ef,"San Francisco, California, United States, North America",Secfi,https://www.crunchbase.com/organization/secfi,Series A,6000000,USD,6000000,2019-07-19,Yes,$1M to $10M,http://www.secfi.com,,6,10
Series A - Vic.ai,https://www.crunchbase.com/funding_round/vic-ai-series-a--69dd8057,"New York, New York, United States, North America",Vic.ai,https://www.crunchbase.com/organization/vic-ai,Series A,11200000,USD,11200000,2019-09-08,Yes,$1M to $10M,https://www.vic.ai,,1,4
Series A - Félix,https://www.crunchbase.com/funding_round/felix-44f4-series-a--5fec16be,"San Francisco, California, United States, North America",Félix,https://www.crunchbase.com/organization/felix-44f4,Series A,5400000,USD,5400000,2024-05-28,Yes,$1M to $10M,https://www.felixpago.com,,,5
Series A - ChargeAfter,https://www.crunchbase.com/funding_round/chargeafter-series-a--6afb705e,"New York, New York, United States, North America",ChargeAfter,https://www.crunchbase.com/organization/chargeafter,Series A,8000000,USD,8000000,2019-05-29,Yes,$1M to $10M,https://chargeafter.com/,,1,5
Series A - Percent,https://www.crunchbase.com/funding_round/Percent-series-a--a0c460a2,"New York, New York, United States, North America",Percent,https://www.crunchbase.com/organization/Percent,Series A,12500000,USD,12500000,2021-04-22,Yes,$1B to $10B,https://percent.com,Women Founded,8,10
Series A - MobileCoin,https://www.crunchbase.com/funding_round/mobilecoin-series-a--ecb0b358,"San Francisco, California, United States, North America",MobileCoin,https://www.crunchbase.com/organization/mobilecoin,Series A,11350000,USD,11350000,2021-03-09,Yes,$1M to $10M,https://www.mobilecoin.com,,2,3
Series A - Treasury Prime,https://www.crunchbase.com/funding_round/treasury-prime-series-a--b2ae9734,"San Francisco, California, United States, North America",Treasury Prime,https://www.crunchbase.com/organization/treasury-prime,Series A,9000000,USD,9000000,2020-05-05,Yes,$10M to $50M,https://treasuryprime.com,,,4
Series A - Crowdz,https://www.crunchbase.com/funding_round/crowdz-series-a--69a6b04f,"Campbell, California, United States, North America",Crowdz,https://www.crunchbase.com/organization/crowdz,Series A,6100000,USD,6100000,2019-05-22,Yes,$10M to $50M,https://www.crowdz.io,,5,14
Series A - Level,https://www.crunchbase.com/funding_round/level-0ef1-series-a--6d89a9c1,"New York, New York, United States, North America",Level,https://www.crunchbase.com/organization/level-0ef1,Series A,27000000,USD,27000000,2021-04-16,Yes,$50M to $100M,https://level.com/,,2,7
Series A - Noah,https://www.crunchbase.com/funding_round/patch-homes-2-series-a--334c445c,"San Francisco, California, United States, North America",Noah,https://www.crunchbase.com/organization/patch-homes-2,Series A,5000000,USD,5000000,2019-09-12,Yes,Less than $1M,https://www.noah.co,,5,5
Series A - Synctera,https://www.crunchbase.com/funding_round/synctera-series-a--d71782ea,"San Francisco, California, United States, North America",Synctera,https://www.crunchbase.com/organization/synctera,Series A,18600000,USD,18600000,2024-03-04,Yes,$10M to $50M,https://www.synctera.com,,4,7
Series A - Keeper,https://www.crunchbase.com/funding_round/keeper-tax-series-a--5612b008,"San Francisco, California, United States, North America",Keeper,https://www.crunchbase.com/organization/keeper-tax,Series A,13000000,USD,13000000,2021-04-29,Yes,$1M to $10M,https://www.keepertax.com/,,3,8
Series A - Goldfinch,https://www.crunchbase.com/funding_round/goldfinch-series-a--155004c5,"Walnut, California, United States, North America",Goldfinch,https://www.crunchbase.com/organization/goldfinch,Series A,11700001,USD,11700001,2021-05-17,Yes,,https://goldfinch.finance,,1,9
Series A - Lula,https://www.crunchbase.com/funding_round/lula-series-a--9c63d3c3,"Miami, Florida, United States, North America",Lula,https://www.crunchbase.com/organization/lula,Series A,18000000,USD,18000000,2021-07-08,Yes,$1M to $10M,https://www.lula.com,,1,13
Series A - Butter Payments,https://www.crunchbase.com/funding_round/butter-6f77-series-a--632e7653,"San Francisco, California, United States, North America",Butter Payments,https://www.crunchbase.com/organization/butter-6f77,Series A,22000000,USD,22000000,2023-01-11,Yes,$1M to $10M,https://www.butterpayments.com,,1,4
Series A - Aiera,https://www.crunchbase.com/funding_round/aiera-inc-series-a--9ebdc1f9,"New York, New York, United States, North America",Aiera,https://www.crunchbase.com/organization/aiera-inc,Series A,4249915,USD,4249915,2023-06-23,Yes,$1M to $10M,https://www.aiera.com,,,1
Series A - Ontop,https://www.crunchbase.com/funding_round/top-e6ff-series-a--04307232,"Miami, Florida, United States, North America",Ontop,https://www.crunchbase.com/organization/top-e6ff,Series A,20000000,USD,20000000,2021-10-04,Yes,$1M to $10M,https://www.getontop.com,Hispanic / Latine Founded,1,5
Series A - BloomCredit,https://www.crunchbase.com/funding_round/bloomcredit-series-a--20414339,"New York, New York, United States, North America",BloomCredit,https://www.crunchbase.com/organization/bloomcredit,Series A,3000000,USD,3000000,2019-11-14,Yes,$10M to $50M,https://www.bloomcredit.io,,,6
Series A - Collectable,https://www.crunchbase.com/funding_round/collectable-series-a--5cab730f,"New York, New York, United States, North America",Collectable,https://www.crunchbase.com/organization/collectable,Series A,5500000,USD,5500000,2021-05-26,Yes,Less than $1M,https://www.collectable.com,,4,9
Series A - Drip Capital,https://www.crunchbase.com/funding_round/drip-capital-series-a--ac2870ce,"Palo Alto, California, United States, North America",Drip Capital,https://www.crunchbase.com/organization/drip-capital,Series A,15000000,USD,15000000,2018-06-21,Yes,$1M to $10M,https://www.dripcapital.com,,4,4
Series A - Grove,https://www.crunchbase.com/funding_round/grove-5-series-a--14e99a25,"San Francisco, California, United States, North America",Grove,https://www.crunchbase.com/organization/grove-5,Series A,8000000,USD,8000000,2018-06-20,Yes,$1M to $10M,https://hellogrove.com,,1,16
Series A - Vareto,https://www.crunchbase.com/funding_round/vareto-series-a--d53aeac1,"Mountain View, California, United States, North America",Vareto,https://www.crunchbase.com/organization/vareto,Series A,20000000,USD,20000000,2021-10-01,Yes,$1M to $10M,http://www.vareto.com,"Women Founded, Women Led",2,5
Series A - DeferIt,https://www.crunchbase.com/funding_round/defer-it-series-a--2de41056,"New York, New York, United States, North America",DeferIt,https://www.crunchbase.com/organization/defer-it,Series A,12400000,AUD,8500003,2022-08-30,Yes,$1M to $10M,https://deferit.com,,,
Series A - StakerDAO,https://www.crunchbase.com/funding_round/stakerdao-series-a--4d51d617,"Palo Alto, California, United States, North America",StakerDAO,https://www.crunchbase.com/organization/stakerdao,Series A,3000000,USD,3000000,2020-02-28,Yes,Less than $1M,https://www.stakerdao.com,,,2
Series A - Wingspan,https://www.crunchbase.com/funding_round/wingspan-series-a--70f0fc04,"New York, New York, United States, North America",Wingspan,https://www.crunchbase.com/organization/wingspan,Series A,14000000,USD,14000000,2023-03-16,Yes,$1M to $10M,https://www.wingspan.app,,1,7
Series A - Pinata,https://www.crunchbase.com/funding_round/pinata-2310-series-a--4069740e,"Newark, New Jersey, United States, North America",Pinata,https://www.crunchbase.com/organization/pinata-2310,Series A,13000000,USD,13000000,2022-02-24,Yes,$1M to $10M,https://www.pinata.ai,Women Founded,1,2
Series A - Human Interest,https://www.crunchbase.com/funding_round/humaninterest-series-a--70d737e1,"San Francisco, California, United States, North America",Human Interest,https://www.crunchbase.com/organization/humaninterest,Series A,12600000,USD,12600000,2018-02-07,Yes,$50M to $100M,https://humaninterest.com,,1,3
Series A - Esusu,https://www.crunchbase.com/funding_round/esusu-financial-inc-series-a--013b53e9,"New York, New York, United States, North America",Esusu,https://www.crunchbase.com/organization/esusu-financial-inc,Series A,10600000,USD,10600000,2021-07-16,Yes,$10M to $50M,http://www.esusurent.com,"Black Founded, Black Led",7,9
Series A - Denim,https://www.crunchbase.com/funding_round/axle-series-a--a2cc6481,"New York, New York, United States, North America",Denim,https://www.crunchbase.com/organization/axle,Series A,10000000,USD,10000000,2021-05-26,Yes,$1M to $10M,https://www.denim.com,,2,14
Series A - Lithic,https://www.crunchbase.com/funding_round/lithic-pay-series-a--58bfac08,"New York, New York, United States, North America",Lithic,https://www.crunchbase.com/organization/lithic-pay,Series A,10200000,USD,10200000,2020-07-15,Yes,$10M to $50M,https://lithic.com,"East Asian Founded, East Asian Led",4,8
Series A - ThriveCash,https://www.crunchbase.com/funding_round/thrive-cash-series-a--71766833,"San Francisco, California, United States, North America",ThriveCash,https://www.crunchbase.com/organization/thrive-cash,Series A,8000000,USD,8000000,2018-12-01,Yes,$1M to $10M,https://thrivecash.com/,,1,2
Series A - Nowsta,https://www.crunchbase.com/funding_round/nowsta-series-a--65b5f7af,"Brooklyn, New York, United States, North America",Nowsta,https://www.crunchbase.com/organization/nowsta,Series A,8100000,USD,8100000,2019-04-12,Yes,$10M to $50M,https://nowsta.com,,2,3
